Reference area,Frequency of observation,Measure,Unit of measure,PRICE_BASE,Price base,TIME_PERIOD,OBS_VALUE
Czechia,Annual,GDP per hour worked,Index,Q,Constant prices,2006,78.52574413
Czechia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2006,6.003201304
Czechia,Annual,GDP per hour worked,Index,Q,Constant prices,2007,81.80120443
Czechia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2007,4.171192936
Czechia,Annual,GDP per hour worked,Index,Q,Constant prices,2008,81.47805367
Czechia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2008,-0.39504401
Czechia,Annual,GDP per hour worked,Index,Q,Constant prices,2009,79.43674951
Czechia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2009,-2.505342318
Czechia,Annual,GDP per hour worked,Index,Q,Constant prices,2010,81.55372653
Czechia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2010,2.664984444
Czechia,Annual,GDP per hour worked,Index,Q,Constant prices,2011,83.14082937
Czechia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2011,1.946082548
Czechia,Annual,GDP per hour worked,Index,Q,Constant prices,2012,83.47440962
Czechia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2012,0.401223145
Czechia,Annual,GDP per hour worked,Index,Q,Constant prices,2013,83.75584848
Czechia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2013,0.33715586
Czechia,Annual,GDP per hour worked,Index,Q,Constant prices,2014,84.67422385
Czechia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2014,1.096491039
Czechia,Annual,GDP per hour worked,Index,Q,Constant prices,2015,88.75719954
Czechia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2015,4.821981831
Czechia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2016,0.188732832
Czechia,Annual,GDP per hour worked,Index,Q,Constant prices,2016,88.92471352
Czechia,Annual,GDP per hour worked,Index,Q,Constant prices,2017,92.16927626
Czechia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2017,3.648662571
Czechia,Annual,GDP per hour worked,Index,Q,Constant prices,2018,93.2836415
Czechia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2018,1.209041981
Czechia,Annual,GDP per hour worked,Index,Q,Constant prices,2019,96.77191778
Czechia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2019,3.739429792
Czechia,Annual,GDP per hour worked,Index,Q,Constant prices,2020,100
Czechia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2020,3.335763401
Czechia,Annual,GDP per hour worked,Index,Q,Constant prices,2021,100.0892707
Czechia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2021,0.089270744
Czechia,Annual,GDP per hour worked,Index,Q,Constant prices,2022,98.58807358
Czechia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2022,-1.49985823
Czechia,Annual,GDP per hour worked,Index,Q,Constant prices,2023,97.81925185
Czechia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2023,-0.779832386
Czechia,Annual,GDP per hour worked,Index,Q,Constant prices,2024,98.82167039
Czechia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2024,1.024766107
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,1995,74.69314668
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1996,2.379269298
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,1996,76.47029779
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1997,0.634717812
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,1997,76.95566839
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1998,-0.00899366
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,1998,76.94874726
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1999,1.036280443
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,1999,77.74615208
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2000,2.293563263
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,2000,79.52930926
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2001,-0.225844768
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,2001,79.34969648
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2002,0.811770447
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,2002,79.99383386
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2003,1.702348803
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,2003,81.35560794
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2004,3.300354286
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,2004,84.04063123
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2005,1.391609349
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,2005,85.21014851
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2006,1.22533539
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,2006,86.25425862
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2007,0.261134953
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,2007,86.47949863
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2008,-1.456270754
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,2008,85.22012299
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2009,-0.987492722
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,2009,84.37858047
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2010,3.605339009
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,2010,87.42071435
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2011,0.402424979
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,2011,87.77251714
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2012,1.657589053
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,2012,89.22742478
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2013,1.176878953
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,2013,90.27752356
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2014,1.486279381
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,2014,91.61929978
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,2015,92.63480742
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2015,1.108399255
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2016,1.045778873
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,2016,93.60356266
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2017,2.102716757
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,2017,95.57178046
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2018,1.999487068
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,2018,97.48272585
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2019,0.889894256
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,2019,98.35021902
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2020,1.677455314
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,2020,100
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2021,1.314923488
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,2021,101.3149235
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2022,-2.078639583
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,2022,99.20895139
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2023,1.523369221
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,2023,100.72027
Denmark,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2024,2.863308311
Denmark,Annual,GDP per hour worked,Index,Q,Constant prices,2024,103.6042019
Estonia,Annual,GDP per hour worked,Index,Q,Constant prices,2000,49.91514856
Estonia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2001,5.6797761
Estonia,Annual,GDP per hour worked,Index,Q,Constant prices,2001,52.75021723
Estonia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2002,6.837332696
Estonia,Annual,GDP per hour worked,Index,Q,Constant prices,2002,56.35692509
Estonia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2003,5.061347941
Estonia,Annual,GDP per hour worked,Index,Q,Constant prices,2003,59.20934515
Estonia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2004,6.775431449
Estonia,Annual,GDP per hour worked,Index,Q,Constant prices,2004,63.22103374
Estonia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2005,5.914811717
Estonia,Annual,GDP per hour worked,Index,Q,Constant prices,2005,66.96043886
Estonia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2006,5.036515655
Estonia,Annual,GDP per hour worked,Index,Q,Constant prices,2006,70.33291184
Estonia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2007,7.539556013
Estonia,Annual,GDP per hour worked,Index,Q,Constant prices,2007,75.63570113
Estonia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2008,-3.46207879
Estonia,Annual,GDP per hour worked,Index,Q,Constant prices,2008,73.01713356
Estonia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2009,2.095439844
Estonia,Annual,GDP per hour worked,Index,Q,Constant prices,2009,74.54716367
Estonia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2010,5.361741522
Estonia,Annual,GDP per hour worked,Index,Q,Constant prices,2010,78.5441899
Estonia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2011,-1.329561482
Estonia,Annual,GDP per hour worked,Index,Q,Constant prices,2011,77.4998966
Estonia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2012,3.773364783
Estonia,Annual,GDP per hour worked,Index,Q,Constant prices,2012,80.42425041
Estonia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2013,1.577974906
Estonia,Annual,GDP per hour worked,Index,Q,Constant prices,2013,81.6933249
Estonia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2014,2.885233369
Estonia,Annual,GDP per hour worked,Index,Q,Constant prices,2014,84.05036797
Estonia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2015,-0.557372971
Estonia,Annual,GDP per hour worked,Index,Q,Constant prices,2015,83.58189393
Estonia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2016,2.563268003
Estonia,Annual,GDP per hour worked,Index,Q,Constant prices,2016,85.72432188
Estonia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2017,2.810061017
Estonia,Annual,GDP per hour worked,Index,Q,Constant prices,2017,88.13322763
Estonia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2018,6.433028936
Estonia,Annual,GDP per hour worked,Index,Q,Constant prices,2018,93.80286366
Estonia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2019,3.202199648
Estonia,Annual,GDP per hour worked,Index,Q,Constant prices,2019,96.80661863
Estonia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2020,3.298722144
Estonia,Annual,GDP per hour worked,Index,Q,Constant prices,2020,100
Estonia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2021,-0.866557937
Estonia,Annual,GDP per hour worked,Index,Q,Constant prices,2021,99.13344206
Estonia,Annual,GDP per hour worked,Index,Q,Constant prices,2022,94.67748822
Estonia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2022,-4.494904796
Estonia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2023,-4.527140799
Estonia,Annual,GDP per hour worked,Index,Q,Constant prices,2023,90.39130502
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,1995,70.912454
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1996,2.000308778
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,1996,72.33092204
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1997,3.149064754
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,1997,74.60866962
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1998,4.012934268
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,1998,77.60266649
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1999,2.342967418
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,1999,79.42087168
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2000,4.24307951
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,2000,82.79076241
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2001,1.998015808
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,2001,84.44493493
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2002,0.937989112
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,2002,85.23701923
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2003,2.14722325
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,2003,87.06724832
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2004,3.332292327
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,2004,89.96858356
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2005,1.85790377
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,2005,91.64011326
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2006,2.416343896
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,2006,93.85445355
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2007,3.290991867
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,2007,96.94319598
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2008,-1.168819876
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,2008,95.81010464
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2009,-4.49123835
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,2009,91.50704447
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2010,3.619214657
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,2010,94.81888084
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2011,1.37522255
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,2011,96.12285147
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2012,-1.498574609
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,2012,94.68237882
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2013,0.332545315
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,2013,94.99724064
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2014,0.13329203
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,2014,95.12386439
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2015,0.340395223
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,2015,95.44766148
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2016,2.070388482
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,2016,97.42379887
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,2017,100.4250676
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2017,3.080632044
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2018,-1.246509774
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,2018,99.17325935
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2019,0.528292112
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,2019,99.69718386
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2020,0.303735902
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,2020,100
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2021,0.494326246
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,2021,100.4943262
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2022,-1.757068844
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,2022,98.72857175
Finland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2023,-0.809185099
Finland,Annual,GDP per hour worked,Index,Q,Constant prices,2023,97.92967486
France,Annual,GDP per hour worked,Index,Q,Constant prices,1995,77.10591952
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1996,1.05701231
France,Annual,GDP per hour worked,Index,Q,Constant prices,1996,77.92093858
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1997,1.803284475
France,Annual,GDP per hour worked,Index,Q,Constant prices,1997,79.32607477
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1998,2.245735664
France,Annual,GDP per hour worked,Index,Q,Constant prices,1998,81.10752872
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1999,1.219597199
France,Annual,GDP per hour worked,Index,Q,Constant prices,1999,82.09671387
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2000,2.799075007
France,Annual,GDP per hour worked,Index,Q,Constant prices,2000,84.39466247
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2001,1.710770024
France,Annual,GDP per hour worked,Index,Q,Constant prices,2001,85.83846106
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2002,2.825497579
France,Annual,GDP per hour worked,Index,Q,Constant prices,2002,88.2638247
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2003,0.687027623
France,Annual,GDP per hour worked,Index,Q,Constant prices,2003,88.87022155
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2004,1.11254707
France,Annual,GDP per hour worked,Index,Q,Constant prices,2004,89.8589446
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2005,1.101866865
France,Annual,GDP per hour worked,Index,Q,Constant prices,2005,90.84907054
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2006,2.631417922
France,Annual,GDP per hour worked,Index,Q,Constant prices,2006,93.23968926
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2007,-0.391076792
France,Annual,GDP per hour worked,Index,Q,Constant prices,2007,92.87505048
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2008,-0.560790404
France,Annual,GDP per hour worked,Index,Q,Constant prices,2008,92.3542161
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2009,-0.951203459
France,Annual,GDP per hour worked,Index,Q,Constant prices,2009,91.47573961
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2010,1.368417867
France,Annual,GDP per hour worked,Index,Q,Constant prices,2010,92.72750997
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2011,1.277168931
France,Annual,GDP per hour worked,Index,Q,Constant prices,2011,93.91179692
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2012,0.20621067
France,Annual,GDP per hour worked,Index,Q,Constant prices,2012,94.10545306
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2013,1.594219348
France,Annual,GDP per hour worked,Index,Q,Constant prices,2013,95.6057004
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2014,1.032320082
France,Annual,GDP per hour worked,Index,Q,Constant prices,2014,96.59265725
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2015,0.803350907
France,Annual,GDP per hour worked,Index,Q,Constant prices,2015,97.36863524
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2016,-0.067586737
France,Annual,GDP per hour worked,Index,Q,Constant prices,2016,97.30282695
France,Annual,GDP per hour worked,Index,Q,Constant prices,2017,99.18236564
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2017,1.931638316
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2018,0.126802171
France,Annual,GDP per hour worked,Index,Q,Constant prices,2018,99.30813103
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2019,0.521826738
France,Annual,GDP per hour worked,Index,Q,Constant prices,2019,99.82634741
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2020,0.173954662
France,Annual,GDP per hour worked,Index,Q,Constant prices,2020,100
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2021,-1.359549203
France,Annual,GDP per hour worked,Index,Q,Constant prices,2021,98.6404508
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2022,-1.405832208
France,Annual,GDP per hour worked,Index,Q,Constant prices,2022,97.25373157
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2023,0.194692968
France,Annual,GDP per hour worked,Index,Q,Constant prices,2023,97.44307775
France,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2024,0.249032736
France,Annual,GDP per hour worked,Index,Q,Constant prices,2024,97.68574291
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,1995,75.3142665
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1996,1.888740901
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,1996,76.73675785
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1997,2.532229459
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,1997,78.67990864
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1998,1.100710628
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,1998,79.54594676
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1999,1.358010665
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,1999,80.6261892
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2000,2.456397113
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,2000,82.60668858
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2001,2.421679047
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,2001,84.60715745
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2002,0.876168302
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,2002,85.34845854
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2003,0.922043933
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,2003,86.13540883
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2004,0.872758893
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,2004,86.88716327
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2005,1.767787966
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,2005,88.42314408
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2006,1.648547882
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,2006,89.88084195
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2007,1.071168737
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,2007,90.84361743
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2008,-0.018682024
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,2008,90.82664601
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2009,-2.974709232
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,2009,88.12481738
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2010,2.297658056
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,2010,90.14962435
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2011,2.451900023
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,2011,92.36000301
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2012,0.788235271
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,2012,93.08801713
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2013,0.377399184
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,2013,93.43933055
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2014,0.957127181
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,2014,94.33366378
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2015,0.641075105
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,2015,94.93841341
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2016,1.426069067
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,2016,96.29230076
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,2017,98.09411626
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2017,1.87119374
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2018,0.332664287
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,2018,98.42044035
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2019,0.700082253
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,2019,99.10946439
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2020,0.898537406
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,2020,100
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2021,1.286586358
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,2021,101.2865864
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2022,0.119064559
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,2022,101.4071828
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2023,-0.633962332
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,2023,100.7642994
Germany,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2024,-0.131892157
Germany,Annual,GDP per hour worked,Index,Q,Constant prices,2024,100.6313992
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,1995,86.39646252
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,1996,88.06675746
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1996,1.93329089
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,1997,91.58340903
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1997,3.993165728
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,1998,90.76404656
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1998,-0.89466256
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,1999,93.16143485
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1999,2.641341351
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,2000,96.50626559
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2000,3.590359834
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,2001,101.0614991
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2001,4.720142715
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,2002,103.6756485
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2002,2.586691764
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,2003,108.5128469
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2003,4.665703464
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,2004,111.9846526
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2004,3.199442098
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,2005,109.3816642
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2005,-2.324415232
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,2006,114.765906
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2006,4.922435382
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,2007,118.0344681
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2007,2.848025381
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,2008,116.8704278
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2008,-0.986186772
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,2009,114.1493372
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2009,-2.328296951
