Country,Year,Employment growth %
United Kingdom,2010,0.249030468
United Kingdom,2011,0.50509006
United Kingdom,2012,1.088818941
United Kingdom,2013,1.170075466
United Kingdom,2014,2.365859269
United Kingdom,2015,1.731627422
United Kingdom,2016,1.47127852
United Kingdom,2017,0.99178383
United Kingdom,2018,1.19399554
United Kingdom,2019,1.466456505
United Kingdom,2020,-1.105164176
United Kingdom,2021,-0.010916936
United Kingdom,2022,1.242006135
United Kingdom,2023,1.192739007
United States,1996,1.341765795
United States,1997,2.152469145
United States,1998,1.402974214
United States,1999,1.490451097
United States,2000,2.501123149
United States,2001,0.033770433
United States,2002,-0.298085073
United States,2003,0.919982422
United States,2004,1.060078239
United States,2005,1.70305646
United States,2006,1.873871371
United States,2007,1.102414813
United States,2008,-0.439664183
United States,2009,-3.698109629
United States,2010,-0.560545213
United States,2011,0.563705034
United States,2012,1.805419776
United States,2013,0.992746114
United States,2014,1.587008421
United States,2015,1.682748961
United States,2016,1.709865833
United States,2017,1.240331276
United States,2018,1.558269504
United States,2019,1.142379493
United States,2020,-6.099423992
United States,2021,3.1911347
United States,2022,3.651365951
United States,2023,1.688744818
